Title,Genre,Actors,Director,Writer,Language,Box_office,Country,Released,Runtime,imdbRating,Awards,Poster,Actors_id,Director_id
Worth Winning,"Comedy, Romance","['Mark Harmon', 'Madeleine Stowe', 'Lesley Ann Warren', 'Maria Holvoe']",['Will Mackenzie'],"Dan Lewandowski (novel), Josann McGibbon (screenplay), Sara Parriott (screenplay)",English,3690400,USA,27 Oct 1989,103 min,6.0,,tt0098678.jpg,"[3305, 11208, 14663, 4344]",[2216]
Old Gringo,"Adventure, History, Romance","['Jane Fonda', 'Gregory Peck', 'Jimmy Smits', 'Patricio Contreras']",['Luis Puenzo'],"Carlos Fuentes (novel), Aída Bortnik (screenplay), Luis Puenzo (screenplay)","English, Spanish",3574256,USA,06 Oct 1989,119 min,5.8,1 nomination.,tt0098022.jpg,"[610, 3240, 10327, 12595]",[2322]
Fat Man and Little Boy,"Biography, Drama, History","['Paul Newman', 'Dwight Schultz', 'Bonnie Bedelia', 'John Cusack']",['Roland Joffé'],"Bruce Robinson (story), Bruce Robinson (screenplay), Roland Joffé (screenplay)",English,3563162,USA,20 Oct 1989,127 min,6.5,2 nominations.,tt0097336.jpg,"[11378, 1019, 6215, 7752]",[1781]
Physical Evidence,"Crime, Mystery, Romance","['Burt Reynolds', 'Theresa Russell', 'Ned Beatty', 'Kay Lenz']",['Michael Crichton'],"Steve Ransohoff (story), Bill Phillips (story), Bill Phillips (screenplay)",English,3560932,USA,27 Jan 1989,99 min,5.0,,tt0098093.jpg,"[13707, 11598, 2715, 10568]",[17]
In Country,"Drama, Romance, War","['Bruce Willis', 'Emily Lloyd', 'Joan Allen', 'Kevin Anderson']",['Norman Jewison'],"Bobbie Ann Mason (novel), Frank Pierson (screenplay), Cynthia Cidre (screenplay)",English,3531971,USA,29 Sep 1989,120 min,5.9,,tt0097570.jpg,"[9263, 8752, 10829, 2344]",[2115]
Kinjite: Forbidden Subjects,"Action, Crime, Drama","['Charles Bronson', 'Perry Lopez', 'Juan Fernández', 'James Pax']",['J. Lee Thompson'],Harold Nebenzal,English,3416846,USA,03 Feb 1989,97 min,5.3,,tt0097670.jpg,"[9462, 12451, 15228, 11992]",[3407]
Rude Awakening,Comedy,"['Cheech Marin', 'Eric Roberts', 'Julie Hagerty', 'Robert Carradine']","['David Greenwalt', 'Aaron Russo']","Neil Levy (story), Neil Levy (screenplay), Richard LaGravenese (screenplay)",English,3169719,USA,16 Aug 1989,100 min,4.4,,tt0098230.jpg,"[1496, 334, 8351, 14669]","[2842, 2420]"
Gleaming the Cube,"Action, Drama, Mystery","['Christian Slater', 'Steven Bauer', 'Richard Herd', 'Le Tuan']",['Graeme Clifford'],Michael Tolkin,English,2777280,USA,13 Jan 1989,100 min,6.1,,tt0097438.jpg,"[533, 7937, 9062, 8479]",[2189]
Farewell to the King,"Action, Adventure, Drama","['Nigel Havers', 'Frank McRae', 'Gerry Lopez', 'Nick Nolte']",['John Milius'],"Pierre Schoendoerffer (book), John Milius (screenplay)",English,2420917,USA,03 Mar 1989,117 min,6.3,,tt0097334.jpg,"[82, 13467, 7194, 861]",[4252]
Jacknife,Drama,"['Robert De Niro', 'Kathy Baker', 'Ed Harris', 'Sloane Shelton']",['David Hugh Jones'],"Stephen Metcalfe (play), Stephen Metcalfe (screenplay)",English,2049769,"USA, Canada",10 Mar 1989,102 min,6.4,,tt0097607.jpg,"[9311, 5560, 12188, 1017]",[3734]
Winter People,Drama,"['Kurt Russell', 'Kelly McGillis', 'Lloyd Bridges', 'Mitchell Ryan']",['Ted Kotcheff'],"John Ehle (book), Carol Sobieski (screenplay)",English,2023282,USA,14 Apr 1989,110 min,6.3,,tt0098659.jpg,"[10691, 8651, 3269, 1890]",[1476]
Erik the Viking,"Comedy, Adventure, Fantasy","['Tim Robbins', 'Mickey Rooney', 'Eartha Kitt', 'Terry Jones']",['Terry Jones'],Terry Jones,"English, Japanese",1932642,"UK, Sweden",22 Sep 1989,107 min,6.2,,tt0097289.jpg,"[13500, 10606, 727, 12340]",[860]
Communion,"Biography, Drama, Horror","['Christopher Walken', 'Lindsay Crouse', 'Frances Sternhagen', 'Andreas Katsulas']",['Philippe Mora'],"Whitley Strieber (book), Whitley Strieber (screenplay)",English,1919653,"USA, UK",10 Nov 1989,107 min,5.7,1 nomination.,tt0097100.jpg,"[10099, 11419, 1181, 4671]",[1610]
Breaking In,"Adventure, Comedy","['Burt Reynolds', 'Casey Siemaszko', 'Sheila Kelley', 'Lorraine Toussaint']",['Bill Forsyth'],John Sayles,English,1877618,USA,13 Oct 1989,94 min,6.1,2 nominations.,tt0096976.jpg,"[13707, 9741, 14229, 1126]",[1417]
Cookie,"Comedy, Crime","['Peter Falk', 'Dianne Wiest', 'Emily Lloyd', 'Michael V. Gazzo']",['Susan Seidelman'],"Nora Ephron, Alice Arlen",English,1869417,USA,23 Aug 1989,94 min,5.2,,tt0097109.jpg,"[764, 12539, 8752, 7876]",[3186]
Miss Firecracker,Comedy,"['Holly Hunter', 'Mary Steenburgen', 'Tim Robbins', 'Alfre Woodard']",['Thomas Schlamme'],"Beth Henley (play), Beth Henley (screenplay)",English,1852655,USA,19 Jan 1990,102 min,6.1,1 nomination.,tt0097892.jpg,"[8666, 10539, 13500, 5851]",[2538]
The Horror Show,Horror,"['Lance Henriksen', 'Brion James', 'Rita Taggart', 'Dedee Pfeiffer']","['James Isaac', 'David Blyth']","Allyn Warner, Leslie Bohem",English,1738897,USA,28 Apr 1989,95 min,4.8,1 nomination.,tt0097527.jpg,"[4650, 7118, 11758, 10953]","[953, 2241]"
Best of the Best,"Action, Drama, Sport","['Eric Roberts', 'Phillip Rhee', 'James Earl Jones', 'Sally Kirkland']",['Robert Radler'],"Phillip Rhee (story), Paul Levine (story), Paul Levine, Max Strom (additional dialogue)",English,1700000,USA,10 Nov 1989,97 min,6.4,1 nomination.,tt0096913.jpg,"[334, 11796, 1178, 7946]",[3594]
How I Got Into College,"Comedy, Romance","['Anthony Edwards', 'Corey Parker', 'Lara Flynn Boyle', 'Finn Carter']",['Savage Steve Holland'],Terrel Seltzer,English,1642239,USA,19 May 1989,86 min,5.8,,tt0097530.jpg,"[14155, 9493, 263, 14812]",[3747]
True Love,"Comedy, Romance","['Annabella Sciorra', 'Ron Eldard', 'Aida Turturro', 'Roger Rignack']",['Nancy Savoca'],"Nancy Savoca, Richard Guay","English, Italian",1400000,USA,15 Sep 1989,104 min,6.0,4 wins & 4 nominations.,tt0098528.jpg,"[12996, 2070, 5206, 3129]",[173]
Romero,"Biography, Crime, Drama","['Raul Julia', 'Richard Jordan', 'Ana Alicia', 'Eddie Velez']",['John Duigan'],John Sacret Young,"English, German",1316495,USA,25 Aug 1989,102 min,7.3,2 nominations.,tt0098219.jpg,"[410, 240, 3426, 4776]",[3268]
Valmont,"Drama, Romance","['Colin Firth', 'Annette Bening', 'Meg Tilly', 'Fairuza Balk']",['Milos Forman'],"Choderlos de Laclos (novel), Jean-Claude Carrière, Milos Forman",English,1132112,"France, USA",17 Nov 1989,137 min,7.0,Nominated for 1 Oscar. Another 3 wins & 4 nominations.,tt0098575.jpg,"[6995, 5539, 13731, 409]",[3263]
Heart of Dixie,Drama,"['Ally Sheedy', 'Virginia Madsen', 'Phoebe Cates', 'Treat Williams']",['Martin Davidson'],"Anne Rivers Siddons (novel), Tom McCown (screenplay)",English,1097333,USA,25 Aug 1989,95 min,5.2,1 nomination.,tt0097490.jpg,"[8435, 12412, 11439, 8319]",[2579]
Welcome Home,Drama,"['Kris Kristofferson', 'JoBeth Williams', 'Sam Waterston', 'Brian Keith']",['Franklin J. Schaffner'],Maggie Kleinman,English,1029822,"UK, USA",29 Sep 1989,96 min,5.8,,tt0098631.jpg,"[6381, 8655, 11572, 792]",[3399]
Parents,"Comedy, Horror, Mystery","['Randy Quaid', 'Mary Beth Hurt', 'Sandy Dennis', 'Bryan Madorsky']",['Bob Balaban'],Christopher Hawthorne,English,870532,"Canada, USA",27 Jan 1989,81 min,6.2,1 win & 2 nominations.,tt0098068.jpg,"[14921, 10225, 4782, 6300]",[1914]
Little Monsters,"Comedy, Adventure, Family","['Fred Savage', 'Howie Mandel', 'Daniel Stern', 'Margaret Whitton']",['Richard Greenberg'],"Terry Rossio, Ted Elliott",English,793775,USA,25 Aug 1989,100 min,6.0,2 nominations.,tt0097758.jpg,"[1230, 5404, 1922, 8639]",[859]
Slaves of New York,Drama,"['Bernadette Peters', 'Chris Sarandon', 'Mary Beth Hurt', 'Madeleine Potter']",['James Ivory'],"Tama Janowitz (based on the stories by), Tama Janowitz (screenplay)",English,463972,USA,01 Mar 1989,124 min,5.4,,tt0098347.jpg,"[13972, 6879, 10225, 15006]",[3804]
Triumph of the Spirit,"Biography, Drama, History","['Willem Dafoe', 'Edward James Olmos', 'Robert Loggia', 'Wendy Gazelle']",['Robert M. Young'],"Shimon Arama (story), Zion Haen (story), Andrzej Krakowski (screenplay), Laurence Heath (screenplay)","English, German",408839,USA,23 Dec 1989,120 min,6.9,,tt0098513.jpg,"[3522, 5257, 7673, 14987]",[1425]
Night Game,"Thriller, Crime, Drama","['Roy Scheider', 'Karen Young', 'Lane Smith', 'Richard Bradford']",['Peter Masterson'],"Spencer Eastman (story), Spencer Eastman (screenplay), Anthony Palmer (screenplay)",English,337812,USA,15 Sep 1989,95 min,4.9,,tt0097971.jpg,"[10878, 9501, 393, 13908]",[200]
A Chorus of Disapproval,"Comedy, Drama, Musical","['Anthony Hopkins', 'Jeremy Irons', 'Richard Briers', 'Barbara Ferris']",['Michael Winner'],"Alan Ayckbourn (play), Alan Ayckbourn (screenplay), Michael Winner (screenplay)",English,216373,UK,03 Nov 1989,92 min,5.6,,tt0094871.jpg,"[1935, 9993, 10180, 7485]",[2932]
The Rachel Papers,"Drama, Romance","['Dexter Fletcher', 'Ione Skye', 'Jonathan Pryce', 'James Spader']",['Damian Harris'],"Damian Harris, Martin Amis (novel)",English,201468,UK,12 May 1989,95 min,6.1,1 win.,tt0098160.jpg,"[852, 14901, 7467, 8817]",[1336]
Beverly Hills Brats,Comedy,"['Burt Young', 'Martin Sheen', 'Terry Moore', 'Peter Billingsley']",['Jim Sotos'],"Terry Moore (story), Jerry Rivers (story), Linda Silverthorn",English,192561,USA,06 Oct 1989,90 min,3.9,,tt0096918.jpg,"[12860, 6417, 13023, 11386]",[3961]
The Experts,Comedy,"['John Travolta', 'Arye Gross', 'Kelly Preston', 'Deborah Foreman']",['Dave Thomas'],"Steven Greene (story), Eric Alter (story), Nick Thiel (screenplay), Steven Greene (screenplay), Eric Alter (screenplay)",English,169203,"Canada, USA",13 Jan 1989,94 min,4.6,,tt0097314.jpg,"[7806, 7276, 719, 6902]",[4247]
The Big Picture,"Comedy, Drama, Romance","['Kevin Bacon', 'Emily Longstreth', 'J.T. Walsh', 'Jennifer Jason Leigh']",['Christopher Guest'],"Michael Varhol (story), Christopher Guest (story), Michael Varhol (screenplay), Christopher Guest (screenplay), Michael McKean (screenplay)",English,117463,USA,15 Dec 1989,100 min,6.3,,tt0096926.jpg,"[15322, 6026, 12273, 10904]",[2370]
Signs of Life,Drama,"['Beau Bridges', ""Vincent D'Onofrio"", 'Arthur Kennedy', ""Kevin J. O'Connor""]",['John David Coles'],Mark Malone,English,0,USA,25 May 1991,90 min,6.4,2 wins.,tt0098330.jpg,"[2680, 14415, 10695, 1103]",[1994]
When the Whales Came,Drama,"['Paul Scofield', 'David Threlfall', 'Helen Mirren', 'Helen Pearce']",['Clive Rees'],"Michael Morpurgo (novel), Michael Morpurgo (screenplay)",English,0,UK,20 Oct 1989,100 min,6.5,3 wins.,tt0098638.jpg,"[4638, 2213, 11718, 114]",[2795]
Bloodhounds of Broadway,"Comedy, Drama, Romance","['Josef Sommer', 'Madonna', 'Tony Azito', 'Jennifer Grey']",['Howard Brookner'],"Howard Brookner (screenplay), Colman deKay (screenplay), Damon Runyon (short stories)",English,0,USA,03 Nov 1989,93 min,5.6,1 nomination.,tt0096953.jpg,"[11586, 7117, 11862, 9298]",[4471]
Animal Behavior,"Comedy, Romance","['Karen Allen', 'Armand Assante', 'Josh Mostel', 'Holly Hunter']","['Jenny Bowen', 'Kjehl Rasmussen']",Susan Rice,English,0,USA,27 Oct 1989,85 min,3.5,,tt0096820.jpg,"[4621, 10659, 14252, 8666]","[3512, 1724]"
Checking Out,Comedy,"['Jeff Daniels', 'Melanie Mayron', 'Michael Tucker', 'Kathleen York']",['David Leland'],Joe Eszterhas,English,0,UK,21 Apr 1989,96 min,4.7,,tt0097052.jpg,"[7470, 9166, 10260, 14796]",[2813]
Blood Red,"Drama, Romance, Western","['Eric Roberts', 'Giancarlo Giannini', 'Dennis Hopper', 'Burt Young']",['Peter Masterson'],Ron Cutler,English,0,"UK, USA",18 Aug 1989,91 min,2.9,,tt0096951.jpg,"[334, 6125, 8803, 12860]",[200]
Far from Home,"Crime, Drama, Mystery","['Matt Frewer', 'Drew Barrymore', 'Richard Masur', 'Karen Austin']",['Meiert Avis'],"Theodore Gershuny (story), Tommy Lee Wallace (screenplay)",English,0,USA,30 Jun 1989,86 min,5.6,,tt0097332.jpg,"[5620, 13513, 8253, 8358]",[1024]
Hit List,"Thriller, Action","['Jan-Michael Vincent', 'Leo Rossi', 'Lance Henriksen', 'Charles Napier']",['William Lustig'],"Aubrey K. Rattan (story), John F. Goff (screenplay), Peter Brosnan (screenplay)",English,0,USA,03 Mar 1989,87 min,5.5,,tt0095311.jpg,"[403, 5878, 4650, 13011]",[1130]
Home Alone,"Comedy, Family","['Macaulay Culkin', 'Joe Pesci', 'Daniel Stern', 'John Heard']",['Chris Columbus'],John Hughes,English,285761243,USA,16 Nov 1990,103 min,7.5,Nominated for 2 Oscars. Another 10 wins & 4 nominations.,tt0099785.jpg,"[1182, 4425, 1922, 2869]",[3094]
Ghost,"Drama, Fantasy, Romance","['Patrick Swayze', 'Demi Moore', 'Whoopi Goldberg', 'Tony Goldwyn']",['Jerry Zucker'],Bruce Joel Rubin,English,217631306,USA,13 Jul 1990,127 min,7.0,Won 2 Oscars. Another 16 wins & 22 nominations.,tt0099653.jpg,"[4647, 828, 14351, 6011]",[3153]
Dances with Wolves,"Adventure, Drama, Western","['Kevin Costner', 'Mary McDonnell', 'Graham Greene', 'Rodney A. Grant']",['Kevin Costner'],"Michael Blake (screenplay), Michael Blake (novel)","English, Sioux, Pawnee",184208848,"USA, UK",21 Nov 1990,181 min,8.0,Won 7 Oscars. Another 41 wins & 32 nominations.,tt0099348.jpg,"[14349, 12664, 8770, 8379]",[3463]
Pretty Woman,"Comedy, Romance","['Richard Gere', 'Julia Roberts', 'Ralph Bellamy', 'Jason Alexander']",['Garry Marshall'],J.F. Lawton,English,178406268,USA,23 Mar 1990,119 min,6.9,Nominated for 1 Oscar. Another 8 wins & 10 nominations.,tt0100405.jpg,"[7556, 10907, 14950, 8813]",[1898]
Teenage Mutant Ninja Turtles,"Action, Adventure, Comedy","['Judith Hoag', 'Elias Koteas', 'Josh Pais', 'David Forman']",['Steve Barron'],"Kevin Eastman (characters), Peter Laird (characters), Bobby Herbeck (story), Todd W. Langen (screenplay), Bobby Herbeck (screenplay)","English, French",135270000,"USA, Hong Kong",30 Mar 1990,93 min,6.7,2 wins & 3 nominations.,tt0100758.jpg,"[9014, 3879, 13561, 664]",[3652]
The Hunt for Red October,"Action, Adventure, Thriller","['Sean Connery', 'Alec Baldwin', 'Scott Glenn', 'Sam Neill']",['John McTiernan'],"Tom Clancy (novel), Larry Ferguson (screenplay), Donald Stewart (screenplay)","English, Russian",122012643,USA,02 Mar 1990,135 min,7.6,Won 1 Oscar. Another 2 wins & 6 nominations.,tt0099810.jpg,"[6373, 4352, 14534, 5797]",[2881]
Total Recall,"Action, Sci-Fi","['Arnold Schwarzenegger', 'Rachel Ticotin', 'Sharon Stone', 'Ronny Cox']",['Paul Verhoeven'],Philip K. Dick (short story \,English,119412921,USA,01 Jun 1990,113 min,7.5,Nominated for 2 Oscars. Another 7 wins & 13 nominations.,tt0100802.jpg,"[2724, 8760, 14490, 11827]",[1511]
Dick Tracy,"Action, Comedy, Crime","['Warren Beatty', 'Charlie Korsmo', ""Michael Donovan O'Donnell"", 'Jim Wilkey']",['Warren Beatty'],"Chester Gould (characters), Jim Cash, Jack Epps Jr.",English,103738726,USA,15 Jun 1990,105 min,6.1,Won 3 Oscars. Another 6 wins & 30 nominations.,tt0099422.jpg,"[4336, 9363, 8561, 10505]",[591]
Kindergarten Cop,"Action, Comedy, Crime","['Arnold Schwarzenegger', 'Penelope Ann Miller', 'Pamela Reed', 'Linda Hunt']",['Ivan Reitman'],"Murray Salem (story), Murray Salem (screenplay), Herschel Weingrod (screenplay), Timothy Harris (screenplay)","English, Spanish",91457688,USA,21 Dec 1990,111 min,6.0,4 wins & 1 nomination.,tt0099938.jpg,"[2724, 3859, 9826, 348]",[2564]
Back to the Future Part III,"Comedy, Sci-Fi, Western","['Michael J. Fox', 'Christopher Lloyd', 'Mary Steenburgen', 'Thomas F. Wilson']",['Robert Zemeckis'],"Robert Zemeckis (characters), Bob Gale (characters), Robert Zemeckis (story), Bob Gale (story), Bob Gale (screenplay)",English,87666629,USA,25 May 1990,118 min,7.4,5 wins & 9 nominations.,tt0099088.jpg,"[13667, 11204, 10539, 11022]",[3560]
Presumed Innocent,"Mystery, Thriller","['Harrison Ford', 'Brian Dennehy', 'Raul Julia', 'Bonnie Bedelia']",['Alan J. Pakula'],"Scott Turow (novel), Frank Pierson (screenplay), Alan J. Pakula (screenplay)",English,86303188,USA,27 Jul 1990,127 min,6.9,1 win & 2 nominations.,tt0100404.jpg,"[1751, 4799, 410, 6215]",[2885]
Days of Thunder,"Action, Drama, Sport","['Tom Cruise', 'Nicole Kidman', 'Robert Duvall', 'Randy Quaid']",['Tony Scott'],"Robert Towne (story), Tom Cruise (story), Robert Towne (screenplay)","English, French",82670733,USA,27 Jun 1990,107 min,5.9,Nominated for 1 Oscar. Another 1 win.,tt0099371.jpg,"[9466, 9238, 14918, 14921]",[2155]
Another 48 Hrs.,"Action, Comedy, Crime","['Eddie Murphy', 'Nick Nolte', 'Brion James', 'Kevin Tighe']",['Walter Hill'],"Roger Spottiswoode (characters), Walter Hill (characters), Larry Gross (characters), Steven E. de Souza (characters), Eddie Murphy (story), John Fasano (screenplay), Jeb Stuart (screenplay), Larry Gross (screenplay)","English, Cantonese",80820000,USA,08 Jun 1990,93 min,5.8,,tt0099044.jpg,"[14631, 861, 7118, 6791]",[3926]
Bird on a Wire,"Action, Comedy","['Mel Gibson', 'Goldie Hawn', 'David Carradine', 'Bill Duke']",['John Badham'],"Louis Venosta (story), Eric Lerner (story), David Seltzer (screenplay), Louis Venosta (screenplay), Eric Lerner (screenplay)",English,70980000,USA,18 May 1990,110 min,5.9,,tt0099141.jpg,"[6483, 218, 2722, 12009]",[1937]
The Godfather: Part III,"Crime, Drama","['Al Pacino', 'Diane Keaton', 'Talia Shire', 'Andy Garcia']",['Francis Ford Coppola'],"Mario Puzo, Francis Ford Coppola","English, Italian, German, Latin",66676062,USA,25 Dec 1990,162 min,7.6,Nominated for 7 Oscars. Another 5 wins & 13 nominations.,tt0099674.jpg,"[1209, 15471, 15399, 6053]",[1758]
Flatliners,"Drama, Horror, Sci-Fi","['Kiefer Sutherland', 'Julia Roberts', 'Kevin Bacon', 'William Baldwin']",['Joel Schumacher'],Peter Filardi,English,61490000,USA,10 Aug 1990,115 min,6.5,Nominated for 1 Oscar. Another 2 nominations.,tt0099582.jpg,"[2801, 10907, 15322, 8573]",[578]
Misery,Thriller,"['James Caan', 'Kathy Bates', 'Richard Farnsworth', 'Frances Sternhagen']",['Rob Reiner'],"Stephen King (novel), William Goldman (screenplay)",English,61276872,USA,30 Nov 1990,107 min,7.8,Won 1 Oscar. Another 3 wins & 8 nominations.,tt0100157.jpg,"[4374, 7058, 3341, 1181]",[1811]
Edward Scissorhands,"Drama, Fantasy, Romance","['Johnny Depp', 'Winona Ryder', 'Dianne Wiest', 'Anthony Michael Hall']",['Tim Burton'],"Tim Burton (story), Caroline Thompson (story), Caroline Thompson (screenplay)",English,56362352,USA,14 Dec 1990,105 min,7.9,Nominated for 1 Oscar. Another 6 wins & 14 nominations.,tt0099487.jpg,"[13523, 1530, 12539, 841]",[693]
Problem Child,"Comedy, Family","['John Ritter', 'Jack Warden', 'Michael Oliver', 'Gilbert Gottfried']",['Dennis Dugan'],"Scott Alexander, Larry Karaszewski",English,53470900,USA,27 Jul 1990,81 min,5.2,1 nomination.,tt0100419.jpg,"[2737, 11938, 14955, 4309]",[3039]
Arachnophobia,"Comedy, Fantasy, Horror","['Jeff Daniels', 'Harley Jane Kozak', 'John Goodman', 'Julian Sands']",['Frank Marshall'],"Don Jakoby (story), Al Williams (story), Don Jakoby (screenplay), Wesley Strick (screenplay)","English, Spanish",53133888,USA,18 Jul 1990,103 min,6.3,2 wins & 5 nominations.,tt0099052.jpg,"[7470, 3810, 8366, 9717]",[204]
Awakenings,"Biography, Drama","['Robert De Niro', 'Robin Williams', 'Julie Kavner', 'Ruth Nelson']",['Penny Marshall'],"Oliver Sacks (book), Steven Zaillian (screenplay)",English,52096475,USA,11 Jan 1991,121 min,7.8,Nominated for 3 Oscars. Another 5 wins & 8 nominations.,tt0099077.jpg,"[9311, 10209, 8549, 11578]",[194]
Look Who's Talking Too,"Comedy, Romance","['John Travolta', 'Kirstie Alley', 'Olympia Dukakis', 'Elias Koteas']",['Amy Heckerling'],"Amy Heckerling, Neal Israel, Amy Heckerling (characters)",English,47489074,USA,14 Dec 1990,81 min,4.4,3 nominations.,tt0100050.jpg,"[7806, 8353, 4844, 3879]",[4416]
Hard to Kill,"Action, Drama, Crime","['Steven Seagal', 'Kelly LeBrock', 'William Sadler', 'Frederick Coffin']",['Bruce Malmuth'],Steven McKay,English,47410000,USA,09 Feb 1990,96 min,5.7,,tt0099739.jpg,"[7232, 11103, 14281, 10508]",[1755]
Goodfellas,"Biography, Crime, Drama","['Robert De Niro', 'Ray Liotta', 'Joe Pesci', 'Lorraine Bracco']",['Martin Scorsese'],"Nicholas Pileggi (book), Nicholas Pileggi (screenplay), Martin Scorsese (screenplay)","English, Italian",46836394,USA,21 Sep 1990,146 min,8.7,Won 1 Oscar. Another 37 wins & 31 nominations.,tt0099685.jpg,"[9311, 2238, 4425, 774]",[1029]
Marked for Death,"Action, Adventure, Crime","['Steven Seagal', 'Basil Wallace', 'Keith David', 'Tom Wright']",['Dwight H. Little'],"Michael Grais, Mark Victor",English,46044400,USA,05 Oct 1990,93 min,5.9,,tt0100114.jpg,"[7232, 3606, 12062, 4191]",[884]
Young Guns II,Western,"['Emilio Estevez', 'Kiefer Sutherland', 'Lou Diamond Phillips', 'Christian Slater']",['Geoff Murphy'],"John Fusco (characters), John Fusco",English,44143410,USA,01 Aug 1990,104 min,6.4,Nominated for 1 Oscar. Another 2 wins & 2 nominations.,tt0100994.jpg,"[2441, 2801, 4099, 533]",[2307]
Gremlins 2: The New Batch,"Comedy, Fantasy, Horror","['Zach Galligan', 'Phoebe Cates', 'John Glover', 'Robert Prosky']",['Joe Dante'],"Chris Columbus (characters), Charles S. Haas",English,41482207,USA,15 Jun 1990,106 min,6.3,6 nominations.,tt0099700.jpg,"[4698, 11439, 8404, 2965]",[1625]
Rocky V,"Drama, Sport","['Sylvester Stallone', 'Talia Shire', 'Burt Young', 'Sage Stallone']",['John G. Avildsen'],Sylvester Stallone,"English, Italian",40950000,USA,16 Nov 1990,104 min,5.1,9 nominations.,tt0100507.jpg,"[10200, 15399, 12860, 14641]",[2462]
Joe Versus the Volcano,"Comedy, Romance","['Tom Hanks', 'Meg Ryan', 'Lloyd Bridges', 'Robert Stack']",['John Patrick Shanley'],John Patrick Shanley,English,39404261,USA,09 Mar 1990,102 min,5.7,,tt0099892.jpg,"[9548, 14014, 3269, 6039]",[4008]
